Marital status,Application mode,Application order,Course,Day/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,8,1,Journalism and Communication,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,female,no,19,no,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduate
Divorced,12,2,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Higher Education—bachelor’s degreend cycle of the general high school course,Unknown,Student,Student,no,no,no,yes,female,yes,41,no,0,6,8,6,11.33333333,0,0,6,9,6,11.33333333,0,10.8,1.4,1.74,Graduate
Married,1,4,Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,18,no,0,7,7,6,14.06666667,0,0,7,7,6,14.06666667,0,7.6,2.6,0.32,Graduate
Single,14,1,Veterinary Nursing,Day,Secondary education,Portuguese,Higher Education—bachelor’s degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,no,no,no,yes,female,no,21,no,2,9,14,8,13.55555556,0,2,7,10,7,13.57142857,0,7.6,2.6,0.32,Graduate
Single,15,1,Agronomy,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,no,female,no,23,no,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout
Single,8,2,Journalism and Communication,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,18,no,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
Single,1,6,Nursing,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,9.4,-0.8,-3.12,Graduate
Single,14,4,Veterinary Nursing,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,"Executive Bodies, Directors, Directors and Executive Managers",no,no,no,yes,female,no,21,no,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
Single,1,2,Social Service,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,yes,no,no,yes,female,no,19,no,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Graduate
Legally seperated,12,2,Management,Day,Secondary education,Portuguese,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,no,no,no,yes,female,no,47,no,0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
Legally seperated,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,female,yes,48,no,0,6,7,6,10.66666667,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled
Married,4,1,Social Service (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Higher Education—bachelor’s degreend cycle of the general high school course,Unknown,StudentSpecialists in Intellectual and Scientific Activities,StudentSpecialists in Intellectual and Scientific Activities,no,no,no,yes,female,no,39,no,9,13,19,12,13.41666667,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduate
Single,1,1,Nursing,Day,Secondary education,Portuguese,Higher Education—degree,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,19,no,0,7,9,6,12.97166667,0,0,8,9,7,12.32142857,0,11.1,0.6,2.02,Graduate
Single,14,1,Management (evening attendance),Evening ,Higher educationÑbachelorÕs degree,Portuguese,General commerce course,Higher Education—degree,Intermediate Level Technicians and Professions,Administrative staff,no,no,no,yes,female,no,38,no,14,15,16,14,10.92857143,0,12,14,16,12,11.83333333,0,9.4,-0.8,-3.12,Dropout
Facto Union,12,1,Agronomy,Day,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,no,no,yes,no,female,no,27,no,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,Dropout
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Agriculture, Fisheries, and Forestry","Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,female,yes,18,no,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
Single,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,no,no,no,yes,female,no,34,no,0,6,6,4,13.25,0,0,6,6,0,0,0,12.7,3.7,-1.7,Enrolled
Married,12,1,Social Service,Day,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,48,no,0,6,14,6,11.33333333,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Dropout
Single,12,1,Advertising and Marketing Management,Day,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,female,no,25,no,0,5,6,1,11,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Married,12,1,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,"Specialists in finance, accounting, administrative organization, and public and commercial relations",Other administrative support staff,no,no,no,yes,female,yes,32,no,0,8,9,7,12.75714286,0,0,8,9,7,12.75714286,0,12.7,3.7,-1.7,Graduate
Single,1,1,Journalism and Communication,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,female,yes,18,no,0,6,6,6,14.5,0,0,6,6,6,14.66666667,0,16.2,0.3,-0.92,Graduate
Single,15,1,Social Service (evening attendance),Evening ,Technological specialization course,Portuguese,Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling,Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling,Unskilled Workers,Unskilled Workers,no,no,yes,yes,female,no,20,no,3,6,6,6,13.83333333,0,2,6,7,6,14.57142857,0,12.4,0.5,1.79,Graduate
Single,1,1,Management,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,20,no,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Graduate
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Higher Education—master’s degree,Higher Education—degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,20,no,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
Single,1,3,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,19,no,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Enrolled
Single,12,1,Management (evening attendance),Evening ,Secondary educationHigher educationÑbachelorÕs degreeth Yr of schoolingÑnot completed,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,39,no,0,5,9,0,0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Dropout
Single,1,1,Equiniculture,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,yes,yes,female,no,29,no,0,5,10,1,13,4,0,5,14,0,0,8,10.8,1.4,1.74,Dropout
Single,12,1,Management (evening attendance),Evening ,Secondary education,Portuguese,Higher Education—degree,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,yes,yes,female,no,36,no,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
Single,1,6,Nursing,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,yes,no,no,yes,female,no,18,no,0,8,12,7,11.97142857,0,0,8,12,7,11.97142857,0,12.7,3.7,-1.7,Graduate
Married,12,1,Social Service (evening attendance),Evening ,OtherÑSecondary educationSecondary educationth Yr of schooling,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Sellers,Other administrative support staff,no,no,no,yes,female,no,51,no,0,6,12,0,0,0,1,6,11,0,0,1,7.6,2.6,0.32,Dropout
Single,14,1,Journalism and Communication,Day,Secondary education,Cape Verdean,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,yes,yes,female,no,23,yes,0,6,11,1,16,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout
Single,15,1,Veterinary Nursing,Day,Secondary education,Portuguese,Higher Education—degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,21,no,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
Single,14,5,Basic Education,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,no,female,no,28,no,0,6,9,4,12.75,1,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
Married,12,1,Management (evening attendance),Evening ,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,no,no,no,yes,female,no,34,no,0,5,9,4,11,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Enrolled
Single,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,no,no,no,yes,female,no,41,no,0,2,2,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
Divorced,12,1,Social Service (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,yes,43,no,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
Married,12,2,Oral Hygiene,Day,Secondary education,Russian,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities,yes,no,no,yes,female,no,28,yes,0,7,9,7,12.42857143,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Enrolled
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Technical-professional course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,no,yes,female,yes,19,no,6,12,12,12,14.5,0,4,11,15,11,13.58333333,0,8.9,1.4,3.51,Graduate
Single,12,1,Agronomy,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,no,no,no,yes,female,no,26,no,6,12,13,6,13,0,4,12,14,11,13.83333333,0,15.5,2.8,-4.06,Graduate
Single,1,4,Nursing,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Armed Forces Professions,yes,no,no,yes,female,no,18,no,0,7,7,7,11.71428571,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Graduate
Married,12,1,Basic Education,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,female,no,45,no,0,7,12,4,10.25,0,0,7,10,3,13,0,11.1,0.6,2.02,Dropout
Single,15,1,Basic Education,Day,Technological specialization course,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,no,no,no,yes,female,no,19,no,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
Single,8,6,Advertising and Marketing Management,Day,Secondary education,Portuguese,Higher Education—master’s degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Specialists in Intellectual and Scientific Activities,"Executive Bodies, Directors, Directors and Executive Managers",no,no,no,yes,female,no,20,no,0,6,9,6,12.375,0,0,6,7,6,13.14285714,0,11.1,0.6,2.02,Graduate
Single,1,6,Basic Education,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—master’s degree,Unskilled Workers,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,no,yes,female,no,18,no,0,6,6,6,12.66666667,0,0,6,6,6,12,0,7.6,2.6,0.32,Graduate
Single,12,1,Veterinary Nursing,Day,Secondary education,Portuguese,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,no,yes,female,no,27,no,0,6,13,3,10.5,0,0,6,19,1,12,0,12.4,0.5,1.79,Dropout
Married,1,1,Agronomy,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,20,no,0,6,11,6,14.125,0,0,6,10,5,12.6,0,13.9,-0.3,0.79,Graduate
Single,1,3,Veterinary Nursing,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,7,6,14.66666667,0,0,6,12,6,13.83333333,0,8.9,1.4,3.51,Graduate
Married,12,2,Advertising and Marketing Management,Day,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,no,no,no,yes,female,no,35,no,0,5,8,5,11.4,0,0,5,7,3,12.33333333,0,9.4,-0.8,-3.12,Enrolled
Single,12,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,no,yes,no,yes,female,no,26,no,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
Divorced,12,1,Social Service,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Administrative staff,yes,no,no,yes,female,yes,39,no,0,6,7,6,14,0,0,6,7,5,14.8,0,12.7,3.7,-1.7,Graduate
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,yes,no,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
Single,4,1,Nursing,Day,Higher educationÑdegree,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,36,no,0,7,7,0,0,7,0,7,7,0,0,7,16.2,0.3,-0.92,Dropout
Married,12,1,Social Service (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,no,yes,female,no,38,no,8,11,11,11,12.63636364,0,5,8,8,8,11,0,13.9,-0.3,0.79,Graduate
Married,12,1,Basic Education,Day,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Administrative staff,no,no,no,yes,female,no,45,no,0,6,11,3,12.33333333,0,0,6,13,2,11,0,7.6,2.6,0.32,Dropout
Facto Union,12,1,Tourism,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,62,no,0,6,7,6,15,0,0,6,10,6,12.83333333,0,10.8,1.4,1.74,Graduate
Single,1,1,Advertising and Marketing Management,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,yes,20,no,0,6,8,4,11.75,0,0,6,10,6,12.66666667,0,10.8,1.4,1.74,Graduate
Single,1,1,Nursing,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,8,8,7,14.13714286,0,0,8,8,7,14.13714286,0,10.8,1.4,1.74,Graduate
Single,9,3,Communication Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,18,no,0,6,6,2,12,0,0,6,6,1,11,0,9.4,-0.8,-3.12,Dropout
Married,1,1,Management (evening attendance),Evening ,Higher educationÑdegree,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,no,no,no,yes,female,no,23,no,0,5,5,5,10.8,0,0,5,9,4,11.5,0,9.4,-0.8,-3.12,Graduate
Single,1,1,Communication Design,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,yes,female,yes,19,no,1,6,8,6,13.28571429,1,0,6,8,6,12.5,0,13.9,-0.3,0.79,Dropout
Single,8,1,Management,Day,Secondary education,Portuguese,Higher Education—degree,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,yes,no,yes,yes,female,yes,19,no,0,5,7,5,13.6,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
